threshold,CPR,IDR
0.01,0.5862068965517241,0.4934965570007651
0.02,0.6091954022988506,0.4812547819433818
0.03,0.6417624521072797,0.4590665646518745
0.04,0.6647509578544061,0.4292272379495027
0.05,0.6743295019157088,0.4269319051262433
0.06,0.6896551724137931,0.41545524100994646
0.07,0.7049808429118773,0.369548584544759
0.08,0.7145593869731801,0.3550114766641163
0.09,0.7241379310344828,0.35348125478194337
0.1,0.7318007662835249,0.3519510328997705
0.11,0.7337164750957854,0.3473603672532517
0.12,0.7432950191570882,0.3404743687834736
0.13,0.7452107279693486,0.3404743687834736
0.14,0.7471264367816092,0.3389441469013007
0.15,0.7471264367816092,0.3312930374904361
0.16,0.7509578544061303,0.32517214996174443
0.17,0.7509578544061303,0.3205814843152257
0.18,0.7567049808429118,0.3205814843152257
0.19,0.7624521072796935,0.31981637337413926
0.2,0.7624521072796935,0.3182861514919663
0.21,0.764367816091954,0.3182861514919663
0.22,0.764367816091954,0.315990818668707
0.23,0.7662835249042146,0.3152257077276205
0.24,0.7662835249042146,0.3083397092578424
0.25,0.7681992337164751,0.3068094873756695
0.26,0.7701149425287356,0.30374904361132365
0.27,0.7701149425287356,0.3006885998469778
0.28,0.7720306513409961,0.28538638102524866
0.29,0.7720306513409961,0.2823259372609028
0.3,0.7720306513409961,0.2823259372609028
0.31,0.7739463601532567,0.28003060443764344
0.32,0.7758620689655172,0.279265493496557
0.33,0.7758620689655172,0.27850038255547055
0.34,0.7777777777777778,0.27314460596786533
0.35000000000000003,0.7777777777777778,0.270849273144606
0.36,0.7777777777777778,0.270849273144606
0.37,0.7777777777777778,0.2700841622035195
0.38,0.7796934865900383,0.2700841622035195
0.39,0.7777777777777778,0.26931905126243305
0.4,0.7796934865900383,0.26931905126243305
0.41000000000000003,0.7796934865900383,0.2685539403213466
0.42,0.7796934865900383,0.2685539403213466
0.43,0.7835249042145593,0.26778882938026016
0.44,0.7816091954022989,0.26702371843917366
0.45,0.7854406130268199,0.2662586074980872
0.46,0.7854406130268199,0.2662586074980872
0.47000000000000003,0.7873563218390804,0.26472838561591433
0.48,0.7873563218390804,0.26396327467482783
0.49,0.7873563218390804,0.2631981637337414
0.5,0.7873563218390804,0.260902830910482
0.51,0.7911877394636015,0.260902830910482
0.52,0.7931034482758621,0.260902830910482
0.53,0.7931034482758621,0.260902830910482
0.54,0.7931034482758621,0.260902830910482
0.55,0.7931034482758621,0.260902830910482
0.56,0.7931034482758621,0.260902830910482
0.5700000000000001,0.7931034482758621,0.260902830910482
0.58,0.7931034482758621,0.260902830910482
0.59,0.7950191570881227,0.260902830910482
0.6,0.7950191570881227,0.2593726090283091
0.61,0.7950191570881227,0.2593726090283091
0.62,0.7950191570881227,0.2593726090283091
0.63,0.7950191570881227,0.2593726090283091
0.64,0.7950191570881227,0.2593726090283091
0.65,0.7950191570881227,0.2593726090283091
0.66,0.7950191570881227,0.2593726090283091
0.67,0.7950191570881227,0.2593726090283091
0.68,0.7969348659003831,0.2593726090283091
0.6900000000000001,0.7969348659003831,0.2593726090283091
0.7000000000000001,0.7988505747126436,0.2593726090283091
0.71,0.7988505747126436,0.25172149961744456
0.72,0.7988505747126436,0.25095638867635806
0.73,0.7988505747126436,0.25095638867635806
0.74,0.7988505747126436,0.25095638867635806
0.75,0.7988505747126436,0.25095638867635806
0.76,0.7988505747126436,0.25095638867635806
0.77,0.7988505747126436,0.25095638867635806
0.78,0.7988505747126436,0.25095638867635806
0.79,0.7988505747126436,0.25095638867635806
0.8,0.7988505747126436,0.25095638867635806
0.81,0.7988505747126436,0.2501912777352716
0.8200000000000001,0.8007662835249042,0.2501912777352716
0.8300000000000001,0.7988505747126436,0.2501912777352716
0.84,0.7988505747126436,0.2501912777352716
0.85,0.7988505747126436,0.2501912777352716
0.86,0.7988505747126436,0.2501912777352716
0.87,0.7988505747126436,0.2501912777352716
0.88,0.7988505747126436,0.2501912777352716
0.89,0.7988505747126436,0.2501912777352716
0.9,0.7988505747126436,0.2501912777352716
0.91,0.7988505747126436,0.24942616679418517
0.92,0.7988505747126436,0.2486610558530987
0.93,0.8026819923371648,0.2486610558530987
0.9400000000000001,0.8007662835249042,0.2486610558530987
0.9500000000000001,0.8007662835249042,0.2486610558530987
0.96,0.8007662835249042,0.2486610558530987
0.97,0.8007662835249042,0.2486610558530987
0.98,0.8026819923371648,0.2486610558530987
0.99,0.8007662835249042,0.2486610558530987
1.0,0.8007662835249042,0.2486610558530987
