0.7,343(0.657088122605364),719(0.550114766641163)
0.71,333(0.6379310344827587),738(0.5646518745218057)
0.72,341(0.6532567049808429),691(0.5286916602907421)
0.73,344(0.6590038314176245),697(0.5332823259372609)
0.74,351(0.6724137931034483),638(0.4881407804131599)
0.75,369(0.7068965517241379),650(0.4973221117061974)
0.76,359(0.6877394636015326),608(0.4651874521805662)
0.77,378(0.7241379310344828),595(0.45524100994644223)
0.78,384(0.735632183908046),580(0.44376434583014535)
0.79,394(0.7547892720306514),588(0.449885233358837)
0.8,373(0.7145593869731801),609(0.4659525631216526)
0.81,391(0.7490421455938697),554(0.42387146136189746)
0.8200000000000001,389(0.7452107279693486),540(0.4131599081866871)
0.8300000000000001,404(0.7739463601532567),510(0.39020657995409336)
0.8400000000000001,397(0.7605363984674329),461(0.3527161438408569)
0.8500000000000001,378(0.7241379310344828),533(0.40780413159908185)
0.8600000000000001,392(0.7509578544061303),485(0.3710788064269319)
0.8700000000000001,395(0.7567049808429118),437(0.3343534812547819)
0.8800000000000001,405(0.7758620689655172),416(0.3182861514919663)
0.8900000000000001,398(0.7624521072796935),401(0.3068094873756695)
0.9000000000000001,420(0.8045977011494253),375(0.2869166029074216)
0.9100000000000001,434(0.8314176245210728),323(0.24713083397092578)
0.9200000000000002,455(0.8716475095785441),288(0.22035195103289976)
0.9300000000000002,449(0.8601532567049809),257(0.1966335118592196)
0.9400000000000002,457(0.8754789272030651),239(0.18286151491966335)
0.9500000000000002,467(0.8946360153256705),216(0.16526396327467482)
0.9600000000000002,483(0.9252873563218391),201(0.15378729915837797)
0.9700000000000002,471(0.9022988505747126),135(0.10328997704667177)
0.9800000000000002,493(0.9444444444444444),107(0.08186687069625095)
0.9900000000000002,506(0.9693486590038314),71(0.05432287681713849)
1.0000000000000002,0(0.0),1307(1.0)
