0.7,360(0.6896551724137931),751(0.5745983167559297)
0.71,340(0.6513409961685823),766(0.5860749808722264)
0.72,372(0.7126436781609196),723(0.5531752104055088)
0.73,350(0.6704980842911877),772(0.5906656465187452)
0.74,341(0.6532567049808429),729(0.5577658760520275)
0.75,350(0.6704980842911877),695(0.531752104055088)
0.76,394(0.7547892720306514),654(0.5003825554705432)
0.77,395(0.7567049808429118),648(0.4957918898240245)
0.78,398(0.7624521072796935),623(0.47666411629686306)
0.79,398(0.7624521072796935),609(0.4659525631216526)
0.8,404(0.7739463601532567),596(0.4560061208875287)
0.81,397(0.7605363984674329),607(0.46442234123947973)
0.8200000000000001,414(0.7931034482758621),540(0.4131599081866871)
0.8300000000000001,420(0.8045977011494253),544(0.4162203519510329)
0.8400000000000001,425(0.814176245210728),500(0.38255547054322875)
0.8500000000000001,421(0.8065134099616859),513(0.3925019127773527)
0.8600000000000001,410(0.7854406130268199),481(0.3680183626625861)
0.8700000000000001,390(0.7471264367816092),480(0.36725325172149964)
0.8800000000000001,408(0.7816091954022989),504(0.3856159143075746)
0.8900000000000001,411(0.7873563218390804),448(0.342769701606733)
0.9000000000000001,453(0.867816091954023),368(0.2815608263198164)
0.9100000000000001,473(0.9061302681992337),340(0.26013771996939555)
0.9200000000000002,486(0.9310344827586207),294(0.2249426166794185)
0.9300000000000002,481(0.921455938697318),313(0.2394797245600612)
0.9400000000000002,479(0.9176245210727969),332(0.2540168324407039)
0.9500000000000002,485(0.9291187739463601),268(0.20504973221117062)
0.9600000000000002,481(0.921455938697318),311(0.23794950267788828)
0.9700000000000002,482(0.9233716475095786),300(0.22953328232593725)
0.9800000000000002,490(0.9386973180076629),263(0.20122417750573834)
0.9900000000000002,493(0.9444444444444444),242(0.18515684774292274)
1.0000000000000002,0(0.0),1307(1.0)
